country_code,device_category,ad_unit_name,requests_old,cpma_old,fill_rate_old,fp_rules_old,fp_vertex_old,lb_old,ub_old,fp_old,requests_new,cpma_new,fill_rate_new,fp_rules_new,fp_vertex_new,lb_new,ub_new,fp_new
AD,Smartphone-iOS,/4735792/reuters_mobile_leaderboard,2,0,0,-100,0.269283682,-0.003353314,1.396537423,0.269283682,2,0.01671,0.032258065,-100,0.274375588,0.003732631,1.369192719,0.274375588
AD,Desktop,/4735792/reuters_billboard_desktop_3,1,0.294,0.266666667,-100,0.331870139,0.05313585,1.969234467,0.331870139,1,0.29375,0.25,-100,0.335866541,0.051955368,1.991067529,0.335866541
AD,Desktop,/4735792/reuters_billboard_desktop_1,1,0.294,0.266666667,-100,0.324067771,0.075870335,1.866958857,0.324067771,1,0,0,-100,0.253677696,0.005460248,1.812370181,0.253677696
AE,Desktop,/4735792/reuters_desktop_right_rail_4,1,0.459109,0.277227723,-100,0.484502703,0.083489783,2.263452768,0.484502703,42,0.825282,0.560939794,-100,0.553243458,0.174748048,2.303740263,0.553243458
AE,Smartphone-iOS,/4735792/reuters_mobile_mpu_1,1,0.153072,0.323353293,-100,0.299556792,0.052409776,1.351666808,0.299556792,184,0.890353,0.907608696,-100,0.367254674,0.099508464,1.335451961,0.367254674
AE,Smartphone-iOS,/4735792/reuters_mobile_leaderboard,4,0.153072,0.323353293,-100,0.292994201,0.047938179,1.15438199,0.292994201,491,0.204882,0.49287169,0.408728062,0.265815943,0.092843913,0.996972084,0.408728062
AE,Desktop,/4735792/reuters_mobile_mpu_1,1,0.367281,0.360477742,-100,0.370274663,0.08349742,1.811827302,0.370274663,13,0.916795,0.562913907,-100,0.495526731,0.168171823,2.388817787,0.495526731
AE,Desktop,/4735792/reuters_mobile_mpu_3,1,0.367281,0.360477742,-100,0.363099962,0.079042934,1.76168859,0.363099962,12,0.585477,0.604651163,-100,0.38942638,0.111411594,1.689963937,0.38942638
AE,Desktop,/4735792/reuters_desktop_native_2,7,0.367281,0.360477742,-100,0.414647907,0.097892419,1.670812011,0.414647907,73,0,0.024200913,-100,0.287469417,0.020613769,1.468741417,0.287469417
AE,Desktop,/4735792/reuters_desktop_right_rail_3,1,0.471071,0.364803423,-100,0.417007506,0.102310143,1.834653854,0.417007506,2,0.433135,0.419689119,-100,0.389260143,0.103202127,1.683811188,0.389260143
AE,Desktop,/4735792/reuters_mobile_leaderboard,4,0.471071,0.364803423,-100,0.428927064,0.10300646,1.827903986,0.428927064,41,0.341914,0.456018519,-100,0.352612913,0.105107106,1.446954966,0.352612913
AE,Desktop,/4735792/reuters_desktop_right_rail_1,3,0.336466,0.391534392,-100,0.391866535,0.08436548,1.506713271,0.391866535,237,1.324557,0.675105485,-100,0.653606534,0.259120911,2.420799017,0.653606534
AE,Desktop,/4735792/reuters_desktop_leaderboard_atf,1,0.336466,0.391534392,-100,0.314859599,0.070974283,1.450617433,0.314859599,11,1.00916,0.593519045,-100,0.422819495,0.154040977,2.199902773,0.422819495
AE,Desktop,/4735792/reuters_desktop_native_1,1,0.336466,0.391534392,-100,0.353069216,0.073735185,1.72855556,0.353069216,62,0,0.020961776,-100,0.277508736,0.016015302,1.385528922,0.277508736
AE,Desktop,/4735792/reuters_billboard_desktop_3,1,0.336466,0.391534392,-100,0.310524523,0.068303436,1.901804924,0.310524523,15,0.359629,0.444929117,-100,0.32744652,0.095374741,1.729256988,0.32744652
AE,Desktop,/4735792/reuters_mobile_mpu_2,1,0.336466,0.391534392,-100,0.342301667,0.072491251,1.59079659,0.342301667,14,0.650828,0.62295082,-100,0.408415824,0.122853234,1.688713312,0.408415824
AE,Desktop,/4735792/reuters_desktop_right_rail_2,1,0.336466,0.391534392,-100,0.402716577,0.078600787,1.598880053,0.402716577,128,0.781656,0.625,-100,0.538322806,0.19560203,1.842479587,0.538322806
AE,Tablet,/4735792/reuters_billboard_desktop_3,1,0.519811,0.396226415,-100,0.379396915,0.0795682,2.059574842,0.379396915,1,0.95,0.666666667,-100,0.396126002,0.089937344,2.323479891,0.396126002
AE,Tablet,/4735792/reuters_desktop_homepage_leaderboard_atf,2,0.519811,0.396226415,-100,0.387360424,0.092076354,2.006877422,0.387360424,2,2.66,1,-100,0.468439251,0.034058131,2.913935423,0.468439251
AE,Smartphone,/4735792/reuters_mobile_mpu_1,2,0.548515,0.415384615,-100,0.438403696,0.111024998,1.772210717,0.438403696,152,2.325974,0.769736842,-100,0.77152741,0.273479283,2.975635767,0.77152741
AE,Smartphone,/4735792/reuters_mobile_leaderboard,12,0.548515,0.415384615,-100,0.472038269,0.12714611,1.582436919,0.472038269,612,1.434088,0.506535948,0.906481204,0.914880216,0.346668541,2.655036688,0.906481204
AE,Smartphone-iOS,/4735792/reuters_mobile_mpu_2,1,0.370568,0.441441441,-100,0.328065932,0.072828673,1.294509292,0.328065932,178,0.39073,0.376404494,-100,0.375427544,0.139449134,1.140389204,0.375427544
AE,Smartphone-iOS,/4735792/reuters_mobile_mpu_3,1,0.370568,0.441441441,-100,0.3382186,0.07122039,1.423298836,0.3382186,100,0.70752,0.78,-100,0.343052566,0.098150574,1.333075166,0.343052566
AE,Tablet,/4735792/reuters_mobile_leaderboard,1,1.171507,0.450704225,-100,0.684057891,0.145020097,2.76458025,0.684057891,15,0.328522,0.304347826,-100,0.404837221,0.089321665,1.578360558,0.404837221
AE,Tablet,/4735792/reuters_mobile_mpu_1,1,0.500392,0.52,-100,0.374918163,0.085912131,1.806699753,0.374918163,3,1.730323,0.967741935,-100,0.511817873,0.077514432,2.285821676,0.511817873
AE,Tablet,/4735792/reuters_desktop_right_rail_4,1,0.500392,0.52,-100,0.40345645,0.07808622,1.887580514,0.40345645,1,0.639105,0.526315789,-100,0.465969771,0.093233243,2.093837738,0.465969771
AE,Tablet,/4735792/reuters_desktop_native_2,1,0.500392,0.52,-100,0.396791667,0.073040083,1.715361476,0.396791667,1,0,0,-100,0.274110585,-0.007295482,1.772877932,0.274110585
AE,Tablet,/4735792/reuters_desktop_native_1,2,0.500392,0.52,-100,0.378222346,0.086990558,1.818726897,0.378222346,3,0,0,-100,0.26035583,-0.010187859,1.646932602,0.26035583
AE,Tablet,/4735792/reuters_desktop_right_rail_2,1,0.500392,0.52,-100,0.429647058,0.088903405,1.622246742,0.429647058,6,1.313119,0.779661017,-100,0.583777845,0.126664624,2.212768316,0.583777845
AE,Tablet,/4735792/reuters_desktop_right_rail_1,1,0.500392,0.52,-100,0.418136954,0.082094781,1.571134567,0.418136954,3,1.294255,0.764705882,-100,0.540988624,0.097964838,2.047260761,0.540988624
AE,Smartphone,/4735792/reuters_mobile_mpu_2,2,0.956069,0.521276596,-100,0.508355081,0.142368272,2.075399876,0.508355081,140,2.172014,0.821428571,-100,0.672893584,0.245990589,2.460291147,0.672893584
AE,Smartphone,/4735792/reuters_mobile_mpu_3,3,0.956069,0.521276596,-100,0.531652868,0.144769028,2.216948271,0.531652868,69,2.141971,0.731201383,-100,0.743628502,0.253778011,2.941139936,0.743628502
AE,Desktop,/4735792/reuters_billboard_desktop_1,10,0.493401,0.552118775,-100,0.350512385,0.12103454,1.564752817,0.350512385,10,0.47745,0.530201342,-100,0.351256162,0.120731473,1.567442179,0.351256162
AE,Desktop,/4735792/reuters_mpu,60,0.679167,0.552118775,-100,0.425828993,0.170031592,1.989869356,0.425828993,60,0.679167,0.639487871,-100,0.402305901,0.152554467,1.840275764,0.402305901
AE,Desktop,/4735792/reuters_desktop_homepage_leaderboard_atf,4,0.493401,0.552118775,-100,0.340362132,0.090302236,1.789525986,0.340362132,4,0.453808,0.387900356,-100,0.365351349,0.094210275,1.901238441,0.365351349
AE,Smartphone-iOS,/4735792/reuters_mpu,28,0.379959,0.571585903,-100,0.318302184,0.089779116,1.213515639,0.318302184,28,0.527961,0.889434889,-100,0.304392308,0.029641429,1.112015128,0.304392308
AE,Smartphone,/4735792/reuters_mpu,18,0.96651,0.577244259,-100,0.466195822,0.181512997,2.158624649,0.466195822,18,0.977917,0.784722222,-100,0.401672244,0.124781922,1.702177048,0.401672244
AE,Tablet,/4735792/reuters_mobile_mpu_3,1,1.997059,0.647058824,-100,0.682815075,0.151973695,3.642768145,0.682815075,1,1.520952,0.571428571,-100,0.633818746,0.154485971,3.240826368,0.633818746
AF,Smartphone,/4735792/reuters_mobile_mpu_1,1,0,0,-100,0.271006763,0.005892751,1.670104623,0.271006763,1,0.008,0.072727273,-100,0.270899832,0.017425088,1.576576829,0.270899832
AF,Smartphone,/4735792/reuters_mobile_mpu_2,1,0,0,-100,0.262187332,-0.007216759,1.651596904,0.262187332,1,0,0,-100,0.262187332,-0.007216764,1.651597023,0.262187332
AF,Smartphone-iOS,/4735792/reuters_mobile_mpu_2,1,0,0,-100,0.249508947,-0.007856932,1.63954258,0.249508947,4,0,0,-100,0.258134484,-0.003496535,1.580480576,0.258134484
AF,Smartphone-iOS,/4735792/reuters_mobile_leaderboard,1,0,0,-100,0.256382376,-0.000137308,1.600457191,0.256382376,7,0.008191,0.04494382,-100,0.263732672,0.015666235,1.464362502,0.263732672
AF,Smartphone-iOS,/4735792/reuters_mobile_mpu_1,1,0,0,-100,0.259600163,0.000865229,1.66085279,0.259600163,4,0.004864,0.045454545,-100,0.266178071,0.013002184,1.53458643,0.266178071
AF,Desktop,/4735792/reuters_desktop_right_rail_1,1,0,0,-100,0.272506565,-0.024240797,1.638934731,0.272506565,1,0,0,-100,0.272506565,-0.024240797,1.638934731,0.272506565
AF,Desktop,/4735792/reuters_mpu,3,0,0,-100,0.264750928,-0.009972652,1.832882762,0.264750928,3,0,0,-100,0.264750928,-0.009972635,1.832882762,0.264750928
AF,Smartphone,/4735792/reuters_mobile_leaderboard,2,0,0,-100,0.258375019,0.004318842,1.54770267,0.258375019,5,0.008943,0.012578616,-100,0.266104221,0.011869295,1.502277613,0.266104221
AF,Smartphone-iOS,/4735792/reuters_mobile_mpu_3,1,0.006296,0.037037037,-100,0.256832182,0.006974805,1.554826617,0.256832182,1,0,0,-100,0.257006526,0.00015287,1.602420807,0.257006526
AG,Smartphone,/4735792/reuters_mobile_mpu_2,2,0.001697,0.03030303,-100,0.287399918,-0.010806225,1.554823756,0.287399918,8,0.06175,0.125,-100,0.317636371,0.020291358,1.429551482,0.317636371
AG,Smartphone,/4735792/reuters_mobile_mpu_3,2,0.001697,0.03030303,-100,0.276938736,-0.002517898,1.541300535,0.276938736,6,0.125243,0.351351351,-100,0.292422533,0.045154229,1.206962943,0.292422533
AG,Smartphone,/4735792/reuters_mobile_leaderboard,8,0.001697,0.03030303,-100,0.264876932,-0.002637705,1.444803596,0.264876932,26,0.058372,0.188340807,-100,0.279308796,0.030856624,1.316393495,0.279308796
AG,Smartphone,/4735792/reuters_mobile_mpu_1,2,0.001697,0.03030303,-100,0.289209485,0.001358274,1.602338791,0.289209485,9,0.053321,0.132075472,-100,0.314822316,0.027885888,1.464051604,0.314822316
AG,Smartphone-iOS,/4735792/reuters_mobile_leaderboard,1,0.368,0.333333333,-100,0.403571993,0.060839694,1.562385082,0.403571993,2,0.025326,0.105263158,-100,0.264273643,0.00315931,1.404420853,0.264273643
AG,Smartphone-iOS,/4735792/reuters_mobile_mpu_1,1,0.368,0.333333333,-100,0.384847641,0.072615936,1.640361667,0.384847641,1,0.012211,0.052631579,-100,0.276468009,0.004163166,1.566602826,0.276468009
AL,Smartphone-iOS,/4735792/reuters_mobile_mpu_1,1,0,0,-100,0.260665864,-0.006932134,1.606685042,0.260665864,8,0.001859,0.01010101,-100,0.275781512,0.000807546,1.499787331,0.275781512
AL,Smartphone-iOS,/4735792/reuters_mobile_leaderboard,7,0,0,-100,0.259192616,-0.003237328,1.464844227,0.259192616,38,0.012647,0.02457956,-100,0.270921588,0.011758238,1.3588835,0.270921588
AL,Smartphone-iOS,/4735792/reuters_mobile_mpu_2,1,0,0,-100,0.250257403,-0.015890207,1.614900947,0.250257403,6,0.005466,0.019607843,-100,0.265656441,-0.006856796,1.518328071,0.265656441
AL,Desktop,/4735792/reuters_desktop_native_1,4,0.004018,0.012195122,-100,0.277160853,-0.008306345,1.662987947,0.277160853,20,0,0,-100,0.288246185,-0.002373505,1.562535882,0.288246185
AL,Smartphone-iOS,/4735792/reuters_mpu,2,0.004051,0.013468013,-100,0.262827694,-0.00234026,1.644148231,0.262827694,2,0,0,-100,0.261366278,-0.005549482,1.659798622,0.261366278
AL,Desktop,/4735792/reuters_desktop_right_rail_2,2,0.001602,0.013888889,-100,0.296623558,-0.016300438,1.579788446,0.296623558,22,0.011435,0.017804154,-100,0.314105153,0.000711309,1.473511934,0.314105153
AL,Desktop,/4735792/reuters_desktop_leaderboard_atf,2,0.001602,0.013888889,-100,0.239210337,-0.009734805,1.580821753,0.239210337,14,0.012974,0.03712297,-100,0.26420939,0.007454469,1.459056854,0.26420939
AL,Desktop,/4735792/reuters_desktop_right_rail_1,2,0.001602,0.013888889,-100,0.281665117,-0.019850725,1.613373995,0.281665117,24,0.016077,0.061077844,-100,0.298626333,0.005996005,1.435139418,0.298626333
AL,Desktop,/4735792/reuters_desktop_native_2,4,0.023431,0.025352113,-100,0.296497345,0.002417105,1.634177089,0.296497345,8,0,0,-100,0.291703671,-0.004641969,1.599552035,0.291703671
AL,Desktop,/4735792/reuters_desktop_right_rail_4,1,0.023431,0.025352113,-100,0.284577876,-0.009813256,1.903032303,0.284577876,1,0.005473,0.020547945,-100,0.273083597,-0.013584412,1.875242472,0.273083597
AL,Smartphone,/4735792/reuters_mobile_leaderboard,1,0.008233,0.029126214,-100,0.253788769,-0.007473734,1.557595849,0.253788769,34,0.023762,0.079470199,-100,0.27554813,0.019493798,1.35456121,0.27554813
AL,Smartphone,/4735792/reuters_mobile_mpu_1,1,0.008233,0.029126214,-100,0.270910621,0.00112922,1.615670443,0.270910621,6,0.016007,0.047297297,-100,0.286003083,0.009352953,1.526263595,0.286003083
AL,Smartphone,/4735792/reuters_mobile_mpu_3,1,0.008233,0.029126214,-100,0.266206712,0.001805998,1.56551826,0.266206712,5,0.018804,0.037383178,-100,0.284670979,0.008260942,1.496133327,0.284670979
AL,Smartphone,/4735792/reuters_mobile_mpu_2,1,0.001522,0.043478261,-100,0.264856815,-0.008447642,1.577394485,0.264856815,6,0.019408,0.046052632,-100,0.2904495,0.000234781,1.520705581,0.2904495
AL,Tablet,/4735792/reuters_desktop_right_rail_2,2,0.004727,0.045454545,-100,0.288727969,-0.011469549,1.43503201,0.288727969,2,0,0,-100,0.292298347,-0.01956884,1.475461602,0.292298347
AL,Tablet,/4735792/reuters_desktop_native_2,1,0.004727,0.045454545,-100,0.272721231,-0.002492666,1.608105898,0.272721231,1,0,0,-100,0.276879072,-0.011366271,1.652821183,0.276879072
AL,Tablet,/4735792/reuters_desktop_native_1,1,0.004727,0.045454545,-100,0.260456145,-0.005603917,1.60063076,0.260456145,1,0,0,-100,0.265692681,-0.013723287,1.650028825,0.265692681
AL,Tablet,/4735792/reuters_desktop_right_rail_1,1,0.004727,0.045454545,-100,0.287055314,-0.015090743,1.536012888,0.287055314,1,0.104,0.4,-100,0.284934312,0.041581873,1.383164048,0.284934312
AL,Tablet,/4735792/reuters_desktop_leaderboard_atf,1,0.004727,0.045454545,-100,0.229803503,0.001627313,1.492537379,0.229803503,1,0,0,-100,0.228444859,-0.006318891,1.537088752,0.228444859
AL,Smartphone,/4735792/reuters_mpu,1,0.015215,0.068062827,-100,0.262691379,0.008220922,1.675021172,0.262691379,1,0.006667,0.033333333,-100,0.259842843,0.000451049,1.713168383,0.259842843
AL,Desktop,/4735792/reuters_mpu,6,0.107769,0.079681275,-100,0.313630551,0.023578901,1.843896508,0.313630551,6,0.059154,0.061538462,-100,0.292491794,0.011749034,1.787347794,0.292491794
AL,Desktop,/4735792/reuters_billboard_desktop_1,2,0.107769,0.079681275,-100,0.282522112,0.041409802,1.871737361,0.282522112,2,0,0,-100,0.238665476,0.006882112,1.797400355,0.238665476
AL,Desktop,/4735792/reuters_billboard_desktop_3,4,0.107769,0.079681275,-100,0.294111937,0.013404548,1.896645784,0.294111937,4,0.084211,0.031578947,-100,0.28652212,0.000920255,1.931409478,0.28652212
AL,Desktop,/4735792/reuters_desktop_homepage_leaderboard_atf,2,0.107769,0.079681275,-100,0.285356492,0.002942619,1.945412278,0.285356492,2,0.548571,0.375,-100,0.39927718,0.104537211,2.358727694,0.39927718
AL,Smartphone-iOS,/4735792/reuters_mobile_mpu_3,1,0.017455,0.090909091,-100,0.257095069,0.010924215,1.489710093,0.257095069,2,0.002861,0.01980198,-100,0.261530876,-0.002267177,1.535961509,0.261530876
AM,Desktop,/4735792/reuters_desktop_right_rail_1,3,0,0,-100,0.292750061,-0.020533465,1.464224219,0.292750061,11,0.003395,0.01754386,-100,0.300300598,-0.010216635,1.378064156,0.300300598
AM,Desktop,/4735792/reuters_desktop_native_2,1,0,0,-100,0.281967849,-0.009339067,1.617235541,0.281967849,3,0,0,-100,0.286503255,-0.005142821,1.568766356,0.286503255
AM,Smartphone-iOS,/4735792/reuters_mobile_leaderboard,5,0,0,-100,0.269878954,0.003057354,1.291428924,0.269878954,23,0.00998,0.042613636,-100,0.276122302,0.018475799,1.200580597,0.276122302
AM,Desktop,/4735792/reuters_desktop_native_1,2,0,0,-100,0.2760728,-0.012581237,1.614259124,0.2760728,5,0,0,-100,0.282336175,-0.008509835,1.561787009,0.282336175
AM,Desktop,/4735792/reuters_desktop_right_rail_2,2,0,0,-100,0.300607651,-0.013164202,1.493806124,0.300607651,8,0.004646,0.025714286,-100,0.31152916,0.000746447,1.404810905,0.31152916
AM,Smartphone,/4735792/reuters_mobile_mpu_2,1,0,0,-100,0.268552512,-0.009336982,1.500069499,0.268552512,1,0.005684,0.026315789,-100,0.268551588,-0.004006365,1.475760221,0.268551588
AM,Desktop,/4735792/reuters_desktop_leaderboard_atf,2,0,0,-100,0.25565365,-0.006747223,1.48196435,0.25565365,8,0.010803,0.05511811,-100,0.266261399,0.008291203,1.345327139,0.266261399
AM,Smartphone-iOS,/4735792/reuters_mobile_mpu_2,6,0,0,-100,0.265779763,-0.004053516,1.398073554,0.265779763,7,0.008479,0.03125,-100,0.268949836,0.003436559,1.35570097,0.268949836
AM,Smartphone-iOS,/4735792/reuters_mobile_mpu_1,1,0,0,-100,0.262691885,0.002730976,1.541032195,0.262691885,2,0.003759,0.048192771,-100,0.261962295,0.011956442,1.462527394,0.261962295
AM,Desktop,/4735792/reuters_desktop_homepage_leaderboard_atf,2,0.003824,0.014705882,-100,0.242984697,-0.018285969,1.600901842,0.242984697,2,0,0,-100,0.242552832,-0.021446034,1.618795037,0.242552832
AM,Desktop,/4735792/reuters_mpu,1,0.003824,0.014705882,-100,0.266466588,-0.007561509,1.681416392,0.266466588,3,0,0,-100,0.273354352,-0.007568978,1.643054366,0.273354352
AM,Desktop,/4735792/reuters_billboard_desktop_3,2,0.003824,0.014705882,-100,0.243778199,-0.023761913,1.683751702,0.243778199,2,0.007879,0.03030303,-100,0.244683132,-0.020717068,1.669494867,0.244683132
AM,Smartphone-iOS,/4735792/reuters_mobile_mpu_3,1,0.000923,0.019230769,-100,0.26157406,0.000912965,1.448047161,0.26157406,1,0.01,0.056603774,-100,0.261549801,0.008390716,1.411318541,0.261549801
AM,Desktop,/4735792/reuters_desktop_right_rail_4,1,0.000877,0.021390374,-100,0.289864868,-0.008356743,1.703073859,0.289864868,7,0,0,-100,0.299245685,-0.005224004,1.606459856,0.299245685
AM,Smartphone,/4735792/reuters_mobile_leaderboard,1,0.012,0.048780488,-100,0.262389809,0.011785714,1.34717536,0.262389809,5,0.007976,0.026706231,-100,0.271814674,0.013108412,1.313578963,0.271814674
AM,Smartphone-iOS,/4735792/reuters_mpu,1,0.014652,0.060606061,-100,0.263855875,0.010301636,1.492712379,0.263855875,1,0,0,-100,0.263074636,-0.000520547,1.568907022,0.263074636
AO,Desktop,/4735792/reuters_mpu,1,0.00503,0.011976048,-100,0.268409878,-0.016884107,1.588130832,0.268409878,1,0,0,-100,0.26789555,-0.02062091,1.597096086,0.26789555
AO,Desktop,/4735792/reuters_billboard_desktop_3,1,0.00503,0.011976048,-100,0.2541866,-0.023157571,1.795246363,0.2541866,1,0,0,-100,0.252808958,-0.02647515,1.803647637,0.252808958
AO,Desktop,/4735792/reuters_desktop_homepage_leaderboard_atf,2,0.00503,0.011976048,-100,0.254529387,-0.023787409,1.627899051,0.254529387,2,0,0,-100,0.252939671,-0.027180536,1.636780739,0.252939671
AO,Smartphone,/4735792/reuters_mobile_mpu_3,1,0.022,0.033333333,-100,0.28479287,0.0108251,1.436259389,0.28479287,5,0.495714,0.357142857,-100,0.440678865,0.115267836,1.642244339,0.440678865
AO,Smartphone,/4735792/reuters_mobile_mpu_2,1,0.022,0.033333333,-100,0.27915749,-0.000240383,1.419880748,0.27915749,4,0.641194,0.253731343,-100,0.52796787,0.128229126,1.876042604,0.52796787
AO,Smartphone,/4735792/reuters_mobile_mpu_1,1,0.022,0.033333333,-100,0.296154201,0.005492612,1.602827311,0.296154201,1,0.185286,0.142857143,-100,0.362068385,0.047639634,1.670035362,0.362068385
AO,Smartphone,/4735792/reuters_mobile_leaderboard,4,0.022,0.033333333,-100,0.27534014,0.008359632,1.305459023,0.27534014,24,0.16148,0.18359375,-100,0.355020106,0.062995024,1.227550387,0.355020106
AO,Desktop,/4735792/reuters_desktop_right_rail_4,1,0.012333,0.066666667,-100,0.289902598,0.001382044,1.688955545,0.289902598,3,0.054903,0.193548387,-100,0.302561313,0.026494319,1.519055963,0.302561313
AO,Desktop,/4735792/reuters_desktop_native_1,1,0.018333,0.083333333,-100,0.274291903,0.004452811,1.539178133,0.274291903,7,0,0,-100,0.291365385,-0.004030605,1.514263511,0.291365385
AO,Desktop,/4735792/reuters_desktop_native_2,1,0.018333,0.083333333,-100,0.288967282,0.00191479,1.525506854,0.288967282,4,0,0,-100,0.300955027,-0.008765277,1.530510187,0.300955027
AO,Smartphone-iOS,/4735792/reuters_mpu,2,0.242424,0.090909091,-100,0.376009285,0.048540499,1.654625177,0.376009285,2,0,0,-100,0.273132652,-0.007877818,1.415226579,0.273132652
AO,Smartphone-iOS,/4735792/reuters_mobile_mpu_2,1,0.182155,0.119047619,-100,0.326806515,0.03552654,1.462124228,0.326806515,1,0.260357,0.25,-100,0.332195014,0.059587985,1.378044486,0.332195014
AO,Smartphone-iOS,/4735792/reuters_mobile_leaderboard,1,0.182155,0.119047619,-100,0.356423229,0.035221141,1.356014132,0.356423229,11,0.091361,0.082278481,-100,0.323201656,0.027573979,1.199979901,0.323201656
AO,Desktop,/4735792/reuters_desktop_leaderboard_atf,3,0.044839,0.129032258,-100,0.27082938,0.018506987,1.241572261,0.27082938,89,0.043236,0.22587269,-100,0.271357983,0.044290844,0.972122788,0.271357983
AO,Desktop,/4735792/reuters_desktop_right_rail_2,2,0.044839,0.129032258,-100,0.326400399,0.008431775,1.359893322,0.326400399,18,0.068719,0.106741573,-100,0.349524617,0.023049522,1.297142506,0.349524617
AO,Desktop,/4735792/reuters_desktop_right_rail_1,2,0.044839,0.129032258,-100,0.306061804,0.008609872,1.374565005,0.306061804,97,0.056392,0.227786753,-100,0.295162469,0.042415719,1.111495376,0.295162469
AR,Desktop,/4735792/reuters_mobile_leaderboard,2,0.018398,0.05124451,-100,0.232693002,-0.018773401,1.495295286,0.232693002,3,0.030387,0.047169811,-100,0.241824254,-0.015075251,1.500253201,0.241824254
AR,Desktop,/4735792/reuters_mpu,9,0.018398,0.05124451,-100,0.267604291,-0.01189239,1.497182488,0.267604291,9,0.022129,0.058064516,-100,0.268965155,-0.01005508,1.493707538,0.268965155
AR,Desktop,/4735792/reuters_desktop_homepage_leaderboard_atf,3,0.018398,0.05124451,-100,0.239924878,-0.026652206,1.648616076,0.239924878,3,0.030706,0.070588235,-100,0.244724765,-0.021184251,1.642166734,0.244724765
AR,Desktop,/4735792/reuters_mobile_mpu_3,1,0.02565,0.081300813,-100,0.253018349,-0.012773357,1.556188464,0.253018349,1,0.025333,0.133333333,-100,0.247102618,-0.006749248,1.482601404,0.247102618
AR,Desktop,/4735792/reuters_mobile_mpu_2,1,0.02565,0.081300813,-100,0.257513434,-0.023176063,1.474597931,0.257513434,1,0.014476,0.047619048,-100,0.255527139,-0.031649258,1.508179545,0.255527139
AR,Desktop,/4735792/reuters_billboard_desktop_2,1,0.040893,0.096085409,-100,0.247706249,-0.030220577,1.368826628,0.247706249,1,0.062222,0.166666667,-100,0.250361174,-0.017733572,1.305822372,0.250361174
AR,Desktop,/4735792/reuters_desktop_right_rail_4,4,0.040893,0.096085409,-100,0.283217847,-0.002954704,1.659720778,0.283217847,13,0.030124,0.069892473,-100,0.283597201,-0.002228614,1.585716844,0.283597201
AR,Desktop,/4735792/reuters_billboard_desktop_1,1,0.040893,0.096085409,-100,0.245857984,0.00915315,1.594789147,0.245857984,8,0.030909,0.118181818,-100,0.25124374,0.019152295,1.415587544,0.25124374
AR,Desktop,/4735792/reuters_billboard_desktop_3,1,0.040893,0.096085409,-100,0.243284494,-0.02349698,1.794546962,0.243284494,23,0.008473,0.017291066,-100,0.250326276,-0.022398157,1.66529429,0.250326276
AR,Desktop,/4735792/reuters_billboard_desktop_4,1,0.040893,0.096085409,-100,0.213964209,-0.024443384,1.292629242,0.213964209,1,0.123913,0.173913043,-100,0.245846063,0.001055203,1.302615523,0.245846063
AR,Smartphone,/4735792/reuters_mobile_mpu_3,3,0.044188,0.105263158,-100,0.26962471,0.01191569,1.39688766,0.26962471,16,0.07932,0.142857143,-100,0.284420013,0.029367322,1.30983758,0.284420013
AR,Smartphone-iOS,/4735792/reuters_mobile_mpu_1,1,0.039852,0.1171875,-100,0.263185918,0.003682105,1.439821124,0.263185918,8,0.048744,0.148,-100,0.272739798,0.016963061,1.305850387,0.272739798
AR,Smartphone-iOS,/4735792/reuters_mobile_leaderboard,6,0.039852,0.1171875,-100,0.251628518,0.006581465,1.199571848,0.251628518,29,0.027988,0.127344521,-100,0.242176294,0.014328114,1.113543153,0.242176294
AR,Smartphone-iOS,/4735792/reuters_mobile_mpu_2,1,0.039852,0.1171875,-100,0.252929002,-0.001055078,1.292901278,0.252929002,7,0.047902,0.151219512,-100,0.259698153,0.010510967,1.182608843,0.259698153
AR,Smartphone-iOS,/4735792/reuters_mobile_mpu_3,2,0.039852,0.1171875,-100,0.253209919,0.007856149,1.317558169,0.253209919,6,0.050612,0.163793103,-100,0.255834579,0.019798815,1.218111038,0.255834579
AR,Desktop,/4735792/reuters_desktop_native_1,5,0.061497,0.14213198,-100,0.284769505,0.005464911,1.423234224,0.284769505,25,0,0,-100,0.271494091,-0.017772272,1.443283677,0.271494091
AR,Desktop,/4735792/reuters_desktop_right_rail_2,4,0.061497,0.14213198,-100,0.309478819,0.003971549,1.336577058,0.309478819,31,0.0471,0.117777778,-100,0.306191981,0.010988303,1.249290109,0.306191981
AR,Desktop,/4735792/reuters_desktop_leaderboard_atf,3,0.061497,0.14213198,-100,0.258263171,0.004486931,1.358536124,0.258263171,36,0.068295,0.152641879,-100,0.271059543,0.021062834,1.220995784,0.271059543
AR,Desktop,/4735792/reuters_desktop_right_rail_1,5,0.061497,0.14213198,-100,0.291608453,-0.00108519,1.418605804,0.291608453,35,0.15387,0.283095723,-100,0.311876655,0.042915571,1.302983284,0.311876655
AR,Desktop,/4735792/reuters_desktop_native_2,3,0.061497,0.14213198,-100,0.281748533,0.007385438,1.460453272,0.281748533,27,0,0,-100,0.27113837,-0.010377928,1.464088082,0.27113837
AR,Smartphone,/4735792/reuters_mobile_mpu_1,6,0.13289,0.227106227,-100,0.30754441,0.037335556,1.374760985,0.30754441,35,0.071054,0.147887324,-100,0.290145904,0.028435726,1.314430833,0.290145904
